% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
"55,2","16,98","3389,45","625,763","397,852","972,987","1,77","251,312","249,225","252,631","295,096","306,4","250,049","251,971","549,536","547,008","547,107","554,785","543,76","549,7","563,342","66,85","1,15"
"55,2","16,98","3383,98","616,608","400,708","973,222","1,77","251,642","246,039","249,939","295,096","306,4","249,884","249,884","547,534","546,302","536,722","564,845","549,815","526,453","534,79","66,85","1,15"
"55,2","16,98","3376,56","624,237","398,804","973,458","1,77","251,642","249,5","249,445","295,096","306,4","249,829","248,95","543,906","551,54","536,177","554,98","553,675","525,338","527,068","66,85","1,15"
"55,2","16,98",3325,"626,526","396,533","973,693","1,77","251,422","248,785","248,785","295,096","306,4","249,829","249,774","545,282","549,982","544,537","542,575","559,872","563,42","539,342","66,85","1,15"
"55,2","16,98","3281,25","632,629","401,807","973,928","1,77","251,532","253,839","249,005","295,096","306,4","249,829","251,697","552,414","553,095","549,53","535,445","551,473","587,92","550,927","66,85","1,15"
"55,2","16,98","3270,31","632,935","399,316","974,163","1,77","251,422","259,552","249,335","295,096","306,4","249,829","249,445","557,919","551,112","551,15","554,492","552,988","591,56","580,313","66,85","1,15"
"55,2","16,98","3269,53","630,951","398,291","974,399","1,77","252,191","251,587","249,06","295,096","306,4","250,159","249,17","549,661","548,705","544,138","567,48","544,313","555,3","559,07","66,85","1,15"
"55,2","16,98","3272,66","624,084","399,097","974,634","1,77","251,971","256,256","248,95","295,096","306,4","250,104","251,697","549,536","548,708","542,925","560,448","551,198","520,153","536,588","66,85","1,15"
"55,2","16,98","3276,56","631,561","406,348","974,869","1,77","252,466","251,093","250,104","295,096","306,4","249,884","249,5","544,907","553,523","547,778","546,875","561,247","541,438","537,415","66,85","1,15"
"55,2","16,98","3285,16","637,512","403,857","975,105","1,77","252,356","250,488","251,477","295,096","306,4","249,994","248,84","545,657","553,378","550,475","544,53","559,73","573,78","553,552","66,85","1,15"
"55,2","16,98","3294,92","634,766","407,52","97,534","1,77","252,246","249,994","251,971","295,096","306,4","250,214","250,763","549,536","560,46","556,55","548,438","548,575","591,42","584,45","66,85","1,15"
"55,2","16,98","3289,06","631,714","399,829","975,575","1,77","252,246","252,246","251,697","295,096","306,4","250,104","251,038","559,546","549,84","562,483","550,488","554,36","571,68","572,035","66,85","1,15"
"55,2","16,98","3269,92","638,885","399,097","975,811","1,77","251,917","249,829","252,081","295,096","306,4","250,214","250,598","553,54",548,"553,713","550,195","551,195","531,212","552,588","66,85","1,15"
"55,2","16,98","3278,13","633,24","402,979","976,046","1,77","251,807","247,412","250,104","295,096","306,4","249,939","249,664","541,528","560,745","556,01","548,83","549,542","513,15","524,45","66,85","1,15"
"55,2","16,98","3296,88","630,493","409,717","976,281","1,77","251,807","249,774","248,73","295,096","306,4","249,829","249,39","550,537","552,815","561,133","551,073","546,372","551,097","530,52","66,85","1,15"
"55,2","16,98","3302,34","633,698","401,294","976,517","1,77","252,136","251,697","248,511","295,096","306,4","249,829","250,543","548,535","545,025","560,59","551,365","551,885","577,98","545,14","66,85","1,15"
"55,2","16,98","3299,61","629,272","401,367","976,752","1,77","252,576","252,356","248,511","295,096","306,4","250,159","252,74","549,911","537,375","547,51","561,13","547,063","570,28","556,31","66,85","1,15"
"55,2","16,98","3295,7","626,984","394,849","976,987","1,77","252,026","249,335","248,511","295,096","306,4","250,433","248,566","559,671",548,"537,255","559,177","543,07","538,08","552,307","66,85","1,15"
"55,2","16,98","3293,36","621,796","398,877","977,223","1,77","251,971","251,257","249,994","295,096","306,4","249,829","251,257","571,182","547,997","537,255","552,44","535,088","528,28","546,38","66,85","1,15"
"55,2","16,98","3282,03","626,984","399,536","977,458","176,974","251,697","247,797","250,488","295,096","306,4","249,774","249,225","559,421","554,65","551,287","543,753","538,805","545,78","554,245","66,85","1,15"
"55,2","16,98","3273,05","631,561","404,297","977,693","17,694","251,917","250,763","250,488","295,096","306,4","250,159","248,401","545,157","565,417","549,665","545,212","544,17","576,44","572,588","66,85","1,15"
"55,2","16,98","3290,23","635,986","399,683","977,929","176,905","252,521","248,95","250,488","295,096","306,4","250,269","253,125","542,404","565,56","539,143","561,427","551,885","581,34","571,48","66,85","1,15"
"55,2","16,98","3308,98","629,883","403,052","978,164","176,871","252,026","246,204","250,653","295,096","306,4","250,433","251,862","548,911","549,838","539,955","566,117","560,285","551,24","547,48","66,85","1,15"
"55,2","16,98","3312,5","623,779","397,632","978,503","176,836","252,301","251,422","250,708","295,096","306,4","250,323","247,632","554,041","541,91","548,453","556,052","575,565","528,552","524,862","66,85","1,15"
"55,2","16,98","3312,5","627,594","396,753","978,876","176,802","251,642","249,884","250,708","295,096","306,4","250,104","251,642","552,039","543,89","544,003","537,205","560,147","579,658","557,417","66,85","1,15"
"55,2","16,98","3318,75","629,272","397,266","97,925","176,768","251,367","248,73","250,708","295,096","306,4","250,049","253,345","551,038","544,88","541,71","532,03","553,54","598,14","569,97","66,85","1,15"
"55,2","16,98","3314,06","621,49","395,947","979,623","176,733","252,026","249,39","250,708","295,096","306,4","250,049","248,566","547,659","547,857","557,895","543,46","546,925","621,247","594,383","66,85","1,15"
"55,2","16,98","3307,81","626,678","401,44","979,997","176,699","251,587","249,28","250,708","295,096","306,4","250,214","252,081","555,542","552,675","560,455","556,938","536,463","581,482","564,038","66,85","1,15"
"55,2","16,98","3305,08","627,441","401,001","98,037","176,664","251,532","249,829","250,708","295,096","306,4","250,269","249,829","558,545","556,493","553,037","555,18","536,185","535,412","518,105","66,85","1,15"
"55,2","16,98","3306,25","636,444","400,854","980,744","17,663","252,081","246,259","250,543","295,096","306,4","250,269","249,17","570,557","554,797","548,045","538,28","529,99","544,657","509,133","66,85","1,15"
"55,2","16,98","3303,52","630,493","400,635","981,117","176,596","251,752","248,621","248,676","295,096","306,4","249,939","252,191","544,531","553,95","546,297","533,785","533,02","580,92","530,1","66,85","1,15"
"55,2","16,98","3305,86","626,984","402,466","98,149","176,561","250,598","250,818","248,73","295,096","306,4","249,994","250,159","537,149","550,125","553,313","548,927","546,375","591,7","559,21","66,85","1,15"
"55,2","16,98","3348,83","622,711","400,928","981,864","176,527","249,609","245,709","248,629","295,096","306,4","250,049","249,335","547,409","542,475","554,525","564,747","549,818","566,36","563,757","66,85","1,15"
"55,2","16,98","3385,94","616,978","397,684","982,237","176,492","250,017","248,919","248,2","295,096","306,4","250,206","251,587","550,537","545,607","561,441","558,874","558,337","541,82","548,604","66,85","1,15"
"55,2","16,98","3355,08","620,789","398,525","982,611","176,458","249,653","258,003","250,071","295,096","306,4","250,115","248,774","553,69","548,109","562,858","534,57","550,999","534,636","538,296","66,85","1,15"
"55,2","16,98","3319,14","632,996","400,957","982,984","176,423","249,082","255,037","250,928","295,096","306,4","250,203","249,807","538,225","546,299","553,145","533,438","540,588","574,676","566,046","66,85","1,15"
"55,2","16,98","3318,75","623,535","403,506","983,358","176,389","248,95","248,621","251,082","295,096","306,4","250,269","248,313","547,134","545,849","546,621","546,562","550,451","615,115","605,446","66,85","1,15"
"55,2","16,98","3328,13","615,112","398,145","983,731","176,355","248,95","250,203","251,147","295,096","306,4","250,269","251,96","554,391","557,913","546,617","559,53","546,101","574,063","565,112","66,85","1,15"
"55,2","16,98","3330,08","625,549","394,893","984,105","17,632","248,335","251,895","251,301","295,096","306,4","250,269","252,466","557,344","556,668","543,705","556,448","548,137","523,989","508,938","66,85","1,15"
"55,2","16,98","3334,47","625,366","395,039","984,478","176,286","248,379","250,796","251,213","295,096","306,4","250,269","248,577","560,997","555,133","544,896","551,329","550,01","543,257","514,845","66,85","1,15"
"55,2","16,98","3340,33","622,742","399,111","984,852","176,251","248,049","250,269","248,994","295,096","306,4","250,422","251,345","556,443","551,678","545,274","551,755","549,295","588,06","540,616","66,85","1,15"
"55,2","16,98","3344,73","611,023","395,449","985,225","176,217","248,621","250,73","248,071","295,096","306,4","250,334","249,895","551,938","548,79","548,345","550,156","549,9","588,956","564,119","66,85","1,15"
"55,2","16,98","3353,03","613,342","395,625","985,598","176,182","248,335","249,39","248,84","295,096","306,4","250,269","249,895","553,14","541,539","544,137","570,003","563,341","562,804","568,368","66,85","1,15"
"55,2","16,98","3359,86","615,173","397,09","985,972","176,148","247,61","251,807","250,708","295,096","306,4","250,269","252,488","548,785","545,391","547,373","568,788","556,619","540,18","554,463","66,85","1,15"
"55,2","16,98","3361,33","618,042","396,035","986,323","176,114","247,72","246,973","251,521","295,096","306,4","250,422","249,653","547,584","555,812","549,044","550,233","551,33","531,948","540,502","66,85","1,15"
"55,2","16,98","3355,47","616,089","395,508","986,665","176,079","248,005","250,642","251,741","295,096","306,4","250,488","248,994","555,392","551,109","544,191","537,581","550,56","557,596","551,539","66,85","1,15"
"55,2","16,98","3346,19","618,469","393,457","987,007","176,045","247,61","252,268","249,807","295,096","306,4","250,488","251,697","553,29","550,489","550,559","543,52","544,063","625,083","606,494","66,85","1,15"
"55,2","16,98","3346,68","620,117","392,578","987,349","17,601","247,412","251,807","248,95","295,096","306,4","250,488","252,686","551,038","551,68","554,12","547,27","541,42","649,11","627,35","66,85","1,15"
"55,2","16,98","3346,19","603,027","400,371","98,769","1,76","247,566","251,499","249,258","295,096","306,4","250,334","250,225","547,885","550,091","556,766","553,556","549,512","602,455","578,686","66,85","1,15"
"55,2","16,98","3351,56","599,976","402,686","988,032","1,76","247,939","246,292","249,082","295,096","306,4","249,961","249,17","537,775","547,828","563,563","554,339","556,837","547,572","528,864","66,85","1,15"
"55,2","16,98","3360,84","591,98","399,785","988,374","1,76","248,071","249,192","248,643","295,096","306,4","250,137","250,093","529,116","551,511","561,076","545,589","554,248","538,5","520,692","66,85","1,15"
"55,2","16,98","3360,35","593,75","403,037","988,716","1,76","247,302","253,982","248,818","295,096","306,4","249,961","250,488","540,327","544,658","555,953","546,019","553,977","563,364","534,102","66,85","1,15"
"55,2","16,98","3362,3","609,131","396,885","989,058","1,76","247,28","251,104","250,181","295,096","306,4","249,829","249,104","565,652","546,072","552,014","551,762","553,478","576,076","557,221","66,85","1,15"
"55,2","16,98","3364,75","608,643","401,045","989,399","1,76","247,566","249,082","251,323","295,096","306,4","250,137","249,434","579,315","547,489","553,904","557,895","546,813","564,484","556,117","66,85","1,15"
"55,2","16,98","3366,7","615,906","405,322","989,741","1,76","247,632","245,874","251,741","295,096","306,4","250,422","251,829","571,057","544,77","551,42","550,467","539,543","532,277","539,178","66,85","1,15"
"55,2","16,98","3374,51","625,671","400,84","990,083","1,76","247,786","252,092","251,807","295,096","306,4","250,334","249,917","552,539","548,111","538,096","533,628","546,429","535,753","547,452","66,85","1,15"
"55,2","16,98","3372,56","619,934","401,396","990,425","1,76","248,005","253,169","250,73","295,096","306,4","250,269","249,192","529,366","546,018","542,894","554,65","564,496","577,028","571,953","66,85","1,15"
"55,2","16,98","3368,16","627,563","402,334","990,767","1,76","247,764","250,862","249,653","295,096","306,4","250,422","250,005","530,768","543,13","541,815","575,862","568,685","608,052","586,081","66,85","1,15"
"55,2","16,98","3370,12","627,625","400,195","991,108","1,76","247,939","250,73","249,39","295,096","306,4","250,027","252,268","545,732","550,943","536,148","559,843","564,773","565,548","548,942","66,85","1,15"
"55,2","16,98","3371,09","617,92","400,957","99,145","1,76","248,687","252,158","249,082","295,096","306,4","250,137","249,28","561,398","550,149","539,226","537,772","557,283","533,796","517,603","66,85","1,15"
"55,2","16,98","3368,16","617,188","398,789","991,792","1,76","248,181","248,84","249,565","295,096","306,4","250,115","248,862","546,433","548,679","549,479","531,484","552,323","576,692","550,106","66,85","1,15"
"55,2","16,98","3368,65","620,422","401,865","992,134","1,76","248,005","245,347","249,829","295,096","306,4","250,203","251,543","538,726","555,591","562,105","544,102","547,088","609,172","584,034","66,85","1,15"
"55,2","16,98","3369,14","620,911","399,199","992,476","1,76","248,225","247,324","249,368","295,096","306,4","250,115","249,851","544,631","551,739","555,035","560,817","545,27","564,988","540,499","66,85","1,15"
"55,2","16,98","3372,07","620,728","398,496","992,817","1,76","248,137","248,818","249,324","295,096","306,4","250,203","248,73","555,442","548,052","550,34","557,696","548,742","526,957","505,903","66,85","1,15"
"55,2","16,98","3374,51","621,155","393,486","993,159","1,76","247,61","254,487","249,543","295,096","306,4","249,961","250,115","564,301","548,109","555,632","551,017","553,317","531,105","511,647","66,85","1,15"
"55,2","16,98",3375,"617,065","399,932","993,501","1,76","247,566","249,016","250,225","295,096","306,4","249,829","250,708","560,597","539,558","551,096","537,031","548,081","578,708","546,186","66,85","1,15"
